"anon_id","category","correct","total","ratio","ratio_relative_to_overall","gender","overall_correct_pct"
11940,"film",30,51,0.588235,0.162902,"Male",0.425333
11940,"food_drink",15,44,0.340909,-0.0844242,"Male",0.425333
11940,"games_sport",37,52,0.711538,0.286205,"Male",0.425333
11940,"geography",40,66,0.606061,0.180727,"Male",0.425333
11940,"language",10,21,0.47619,0.0508571,"Male",0.425333
11940,"lifestyle",8,24,0.333333,-0.092,"Male",0.425333
11940,"literature",23,64,0.359375,-0.0659583,"Male",0.425333
11940,"math",17,19,0.894737,0.469404,"Male",0.425333
11940,"pop_music",14,48,0.291667,-0.133667,"Male",0.425333
11940,"science",24,76,0.315789,-0.109544,"Male",0.425333
11940,"television",31,45,0.688889,0.263556,"Male",0.425333
11940,"theatre",9,24,0.375,-0.0503333,"Male",0.425333
11940,"world_hist",15,62,0.241935,-0.183398,"Male",0.425333
11950,"amer_hist",20,71,0.28169,0.0216625,"Male",0.260028
11950,"art",13,81,0.160494,-0.0995338,"Male",0.260028
11950,"bus_econ",20,59,0.338983,0.0789554,"Male",0.260028
11950,"class_music",12,56,0.214286,-0.0457419,"Male",0.260028
11950,"curr_events",14,42,0.333333,0.0733057,"Male",0.260028
11950,"film",21,95,0.221053,-0.038975,"Male",0.260028
11950,"food_drink",12,68,0.176471,-0.0835571,"Male",0.260028
11950,"games_sport",38,96,0.395833,0.135806,"Male",0.260028
11950,"geography",23,120,0.191667,-0.068361,"Male",0.260028
11950,"language",11,44,0.25,-0.0100277,"Male",0.260028
11950,"lifestyle",19,46,0.413043,0.153016,"Male",0.260028
11950,"literature",26,121,0.214876,-0.0451516,"Male",0.260028
11950,"math",7,37,0.189189,-0.0708385,"Male",0.260028
11950,"pop_music",18,92,0.195652,-0.0643755,"Male",0.260028
11950,"science",61,149,0.409396,0.149368,"Male",0.260028
11950,"television",28,96,0.291667,0.031639,"Male",0.260028
11950,"theatre",5,49,0.102041,-0.157987,"Male",0.260028
11950,"world_hist",28,124,0.225806,-0.0342212,"Male",0.260028
11957,"amer_hist",16,23,0.695652,0.225333,"Male",0.47032
11957,"art",5,22,0.227273,-0.243047,"Male",0.47032
11957,"bus_econ",2,17,0.117647,-0.352673,"Male",0.47032
11957,"class_music",4,15,0.266667,-0.203653,"Male",0.47032
11957,"curr_events",7,14,0.5,0.0296804,"Male",0.47032
11957,"film",8,32,0.25,-0.22032,"Male",0.47032
11957,"food_drink",12,28,0.428571,-0.0417482,"Male",0.47032
11957,"games_sport",23,31,0.741935,0.271616,"Male",0.47032
11957,"geography",25,40,0.625,0.15468,"Male",0.47032
11957,"language",8,12,0.666667,0.196347,"Male",0.47032
11957,"lifestyle",7,14,0.5,0.0296804,"Male",0.47032
11957,"literature",16,36,0.444444,-0.0258752,"Male",0.47032
11957,"math",8,11,0.727273,0.256953,"Male",0.47032
11957,"pop_music",1,27,0.037037,-0.433283,"Male",0.47032
11957,"science",34,43,0.790698,0.320378,"Male",0.47032
11957,"television",6,23,0.26087,-0.20945,"Male",0.47032
11957,"theatre",6,14,0.428571,-0.0417482,"Male",0.47032
11957,"world_hist",18,36,0.5,0.0296804,"Male",0.47032
11960,"amer_hist",12,23,0.521739,-0.124928,"Male",0.646667
11960,"art",14,22,0.636364,-0.010303,"Male",0.646667
11960,"bus_econ",8,18,0.444444,-0.202222,"Male",0.646667
11960,"class_music",12,17,0.705882,0.0592157,"Male",0.646667
11960,"curr_events",10,14,0.714286,0.067619,"Male",0.646667
11960,"film",16,32,0.5,-0.146667,"Male",0.646667
11960,"food_drink",22,29,0.758621,0.111954,"Male",0.646667
11960,"games_sport",17,32,0.53125,-0.115417,"Male",0.646667
11960,"geography",34,41,0.829268,0.182602,"Male",0.646667
11960,"language",7,12,0.583333,-0.0633333,"Male",0.646667
11960,"lifestyle",7,14,0.5,-0.146667,"Male",0.646667
11960,"literature",28,37,0.756757,0.11009,"Male",0.646667
11960,"math",11,11,1,0.353333,"Male",0.646667
11960,"pop_music",14,29,0.482759,-0.163908,"Male",0.646667
11960,"science",32,44,0.727273,0.0806061,"Male",0.646667
11960,"television",4,24,0.166667,-0.48,"Male",0.646667
11960,"theatre",8,14,0.571429,-0.0752381,"Male",0.646667
11960,"world_hist",35,37,0.945946,0.299279,"Male",0.646667
11966,"amer_hist",22,37,0.594595,0.175928,"Male",0.418667
11966,"art",7,39,0.179487,-0.239179,"Male",0.418667
11966,"bus_econ",8,28,0.285714,-0.132952,"Male",0.418667
11966,"class_music",2,28,0.0714286,-0.347238,"Male",0.418667
11966,"curr_events",7,22,0.318182,-0.100485,"Male",0.418667
11966,"film",24,51,0.470588,0.0519216,"Male",0.418667
11966,"food_drink",22,44,0.5,0.0813333,"Male",0.418667
11966,"games_sport",34,52,0.653846,0.235179,"Male",0.418667
11966,"geography",24,66,0.363636,-0.0550303,"Male",0.418667
11966,"language",10,21,0.47619,0.0575238,"Male",0.418667
11966,"lifestyle",10,24,0.416667,-0.002,"Male",0.418667
11966,"literature",23,64,0.359375,-0.0592917,"Male",0.418667
11966,"math",4,19,0.210526,-0.20814,"Male",0.418667
11966,"pop_music",20,48,0.416667,-0.002,"Male",0.418667
11966,"science",37,76,0.486842,0.0681754,"Male",0.418667
11966,"television",24,45,0.533333,0.114667,"Male",0.418667
11966,"theatre",9,24,0.375,-0.0436667,"Male",0.418667
11966,"world_hist",27,62,0.435484,0.0168172,"Male",0.418667
11967,"amer_hist",34,37,0.918919,0.160444,"Male",0.758475
11967,"art",34,37,0.918919,0.160444,"Male",0.758475
11967,"bus_econ",17,27,0.62963,-0.128845,"Male",0.758475
11967,"class_music",23,27,0.851852,0.0933773,"Male",0.758475
11967,"curr_events",12,19,0.631579,-0.126896,"Male",0.758475
11967,"film",28,46,0.608696,-0.149779,"Male",0.758475
11967,"food_drink",26,41,0.634146,-0.124328,"Male",0.758475
11967,"games_sport",39,50,0.78,0.0215254,"Male",0.758475
11967,"geography",44,62,0.709677,-0.0487972,"Male",0.758475
11967,"language",16,19,0.842105,0.0836307,"Male",0.758475
11967,"lifestyle",15,19,0.789474,0.0309991,"Male",0.758475
11967,"literature",57,63,0.904762,0.146287,"Male",0.758475
11967,"math",18,18,1,0.241525,"Male",0.758475
11967,"pop_music",27,46,0.586957,-0.171518,"Male",0.758475
11967,"science",60,71,0.84507,0.0865958,"Male",0.758475
11967,"television",21,44,0.477273,-0.281202,"Male",0.758475
11967,"theatre",12,23,0.521739,-0.236735,"Male",0.758475
11967,"world_hist",54,59,0.915254,0.15678,"Male",0.758475
12001,"amer_hist",7,23,0.304348,-0.120097,"Male",0.424444
12001,"art",9,22,0.409091,-0.0153535,"Male",0.424444
12001,"bus_econ",7,18,0.388889,-0.0355556,"Male",0.424444
12001,"class_music",2,17,0.117647,-0.306797,"Male",0.424444
12001,"curr_events",9,14,0.642857,0.218413,"Male",0.424444
12001,"film",14,32,0.4375,0.0130556,"Male",0.424444
12001,"food_drink",16,29,0.551724,0.12728,"Male",0.424444
12001,"games_sport",6,32,0.1875,-0.236944,"Male",0.424444
12001,"geography",18,41,0.439024,0.0145799,"Male",0.424444
12001,"language",10,12,0.833333,0.408889,"Male",0.424444
12001,"lifestyle",5,14,0.357143,-0.0673016,"Male",0.424444
12001,"literature",19,37,0.513514,0.0890691,"Male",0.424444
12001,"math",3,11,0.272727,-0.151717,"Male",0.424444
12001,"pop_music",7,29,0.241379,-0.183065,"Male",0.424444
12001,"science",16,44,0.363636,-0.0608081,"Male",0.424444
12001,"television",12,24,0.5,0.0755556,"Male",0.424444
12001,"theatre",11,14,0.785714,0.36127,"Male",0.424444
12001,"world_hist",20,37,0.540541,0.116096,"Male",0.424444
12012,"amer_hist",35,36,0.972222,0.178184,"Male",0.794038
12012,"art",17,38,0.447368,-0.34667,"Male",0.794038
12012,"bus_econ",24,27,0.888889,0.0948509,"Male",0.794038
12012,"class_music",12,27,0.444444,-0.349593,"Male",0.794038
12012,"curr_events",19,22,0.863636,0.0695984,"Male",0.794038
12012,"film",39,50,0.78,-0.0140379,"Male",0.794038
12012,"food_drink",36,43,0.837209,0.0431714,"Male",0.794038
12012,"games_sport",49,52,0.942308,0.14827,"Male",0.794038
12012,"geography",60,66,0.909091,0.115053,"Male",0.794038
12012,"language",20,21,0.952381,0.158343,"Male",0.794038
12012,"lifestyle",19,24,0.791667,-0.00237127,"Male",0.794038
12012,"literature",44,63,0.698413,-0.0956252,"Male",0.794038
12012,"math",15,18,0.833333,0.0392954,"Male",0.794038
12012,"pop_music",33,47,0.702128,-0.0919103,"Male",0.794038
12012,"science",70,74,0.945946,0.151908,"Male",0.794038
12012,"television",27,44,0.613636,-0.180402,"Male",0.794038
12012,"theatre",11,24,0.458333,-0.335705,"Male",0.794038
12012,"world_hist",56,62,0.903226,0.109188,"Male",0.794038
12038,"amer_hist",6,22,0.272727,-0.0721801,"Male",0.344907
12038,"art",4,22,0.181818,-0.163089,"Male",0.344907
12038,"bus_econ",5,17,0.294118,-0.0507898,"Male",0.344907
12038,"class_music",11,16,0.6875,0.342593,"Male",0.344907
12038,"curr_events",6,14,0.428571,0.083664,"Male",0.344907
12038,"film",8,31,0.258065,-0.0868429,"Male",0.344907
12038,"food_drink",15,28,0.535714,0.190807,"Male",0.344907
12038,"games_sport",15,29,0.517241,0.172334,"Male",0.344907
12038,"geography",9,39,0.230769,-0.114138,"Male",0.344907
12038,"language",2,11,0.181818,-0.163089,"Male",0.344907
12038,"lifestyle",6,14,0.428571,0.083664,"Male",0.344907
12038,"literature",8,36,0.222222,-0.122685,"Male",0.344907
12038,"math",3,11,0.272727,-0.0721801,"Male",0.344907
12038,"pop_music",8,28,0.285714,-0.0591931,"Male",0.344907
12038,"science",16,42,0.380952,0.036045,"Male",0.344907
12038,"television",6,22,0.272727,-0.0721801,"Male",0.344907
12038,"theatre",6,14,0.428571,0.083664,"Male",0.344907
12038,"world_hist",15,36,0.416667,0.0717593,"Male",0.344907
12088,"amer_hist",48,60,0.8,0.125796,"Male",0.674204
12088,"art",43,62,0.693548,0.019344,"Male",0.674204
12088,"bus_econ",26,44,0.590909,-0.0832953,"Male",0.674204
12088,"class_music",25,46,0.543478,-0.130726,"Male",0.674204
12088,"curr_events",29,35,0.828571,0.154367,"Male",0.674204
12088,"film",55,81,0.679012,0.00480799,"Male",0.674204
12088,"food_drink",41,65,0.630769,-0.0434351,"Male",0.674204
12088,"games_sport",52,81,0.641975,-0.032229,"Male",0.674204
12088,"geography",72,103,0.699029,0.0248248,"Male",0.674204
12088,"language",25,36,0.694444,0.0202401,"Male",0.674204
12088,"lifestyle",28,39,0.717949,0.0437444,"Male",0.674204
12088,"literature",87,103,0.84466,0.170456,"Male",0.674204
12088,"math",21,30,0.7,0.0257956,"Male",0.674204
12088,"pop_music",25,76,0.328947,-0.345257,"Male",0.674204
12088,"science",83,122,0.680328,0.00612351,"Male",0.674204
12088,"television",33,72,0.458333,-0.215871,"Male",0.674204
12088,"theatre",24,39,0.615385,-0.0588197,"Male",0.674204
12088,"world_hist",88,100,0.88,0.205796,"Male",0.674204
12111,"amer_hist",106,120,0.883333,0.184222,"Male",0.699111
12111,"art",64,120,0.533333,-0.165778,"Male",0.699111
12111,"bus_econ",56,85,0.658824,-0.0402876,"Male",0.699111
12111,"class_music",55,81,0.679012,-0.0200988,"Male",0.699111
12111,"curr_events",68,73,0.931507,0.232396,"Male",0.699111
12111,"film",109,156,0.698718,-0.000393162,"Male",0.699111
12111,"food_drink",64,112,0.571429,-0.127683,"Male",0.699111
12111,"games_sport",128,151,0.847682,0.148571,"Male",0.699111
12111,"geography",157,193,0.813472,0.11436,"Male",0.699111
12111,"language",47,68,0.691176,-0.00793464,"Male",0.699111
12111,"lifestyle",57,78,0.730769,0.0316581,"Male",0.699111
12111,"literature",111,188,0.590426,-0.108686,"Male",0.699111
12111,"math",29,55,0.527273,-0.171838,"Male",0.699111
12111,"pop_music",100,139,0.719424,0.0203133,"Male",0.699111
12111,"science",139,233,0.596567,-0.102545,"Male",0.699111
12111,"television",91,139,0.654676,-0.0444349,"Male",0.699111
12111,"theatre",41,72,0.569444,-0.129667,"Male",0.699111
12111,"world_hist",151,187,0.807487,0.108376,"Male",0.699111
12121,"amer_hist",47,62,0.758065,0.209186,"Male",0.548878
12121,"art",12,63,0.190476,-0.358402,"Male",0.548878
12121,"bus_econ",29,51,0.568627,0.0197492,"Male",0.548878
12121,"class_music",5,45,0.111111,-0.437767,"Male",0.548878
12121,"curr_events",27,39,0.692308,0.143429,"Male",0.548878
12121,"film",55,86,0.639535,0.0906567,"Male",0.548878
12121,"food_drink",38,66,0.575758,0.0268794,"Male",0.548878
12121,"games_sport",68,82,0.829268,0.28039,"Male",0.548878
12121,"geography",57,111,0.513514,-0.0353647,"Male",0.548878
12121,"language",22,40,0.55,0.00112179,"Male",0.548878
12121,"lifestyle",24,41,0.585366,0.0364876,"Male",0.548878
12121,"literature",59,102,0.578431,0.0295532,"Male",0.548878
12121,"math",15,33,0.454545,-0.0943328,"Male",0.548878
12121,"pop_music",32,77,0.415584,-0.133294,"Male",0.548878
12121,"science",50,128,0.390625,-0.158253,"Male",0.548878
12121,"television",60,76,0.789474,0.240595,"Male",0.548878
12121,"theatre",19,38,0.5,-0.0488782,"Male",0.548878
12121,"world_hist",66,108,0.611111,0.0622329,"Male",0.548878
12168,"amer_hist",94,121,0.77686,0.122306,"Male",0.654553
12168,"art",70,124,0.564516,-0.0900369,"Male",0.654553
12168,"bus_econ",72,97,0.742268,0.087715,"Male",0.654553
12168,"class_music",80,86,0.930233,0.27568,"Male",0.654553
12168,"curr_events",70,80,0.875,0.220447,"Male",0.654553
12168,"film",112,164,0.682927,0.0283738,"Male",0.654553
12168,"food_drink",81,116,0.698276,0.0437228,"Male",0.654553
12168,"games_sport",106,154,0.688312,0.0337586,"Male",0.654553
12168,"geography",121,211,0.57346,-0.0810933,"Male",0.654553
12168,"language",53,79,0.670886,0.016333,"Male",0.654553
12168,"lifestyle",57,83,0.686747,0.0321939,"Male",0.654553
12168,"literature",134,201,0.666667,0.0121136,"Male",0.654553
12168,"math",30,59,0.508475,-0.146078,"Male",0.654553
12168,"pop_music",103,149,0.691275,0.0367221,"Male",0.654553
12168,"science",112,247,0.453441,-0.201112,"Male",0.654553
12168,"television",94,153,0.614379,-0.040174,"Male",0.654553
12168,"theatre",48,74,0.648649,-0.0059044,"Male",0.654553
12168,"world_hist",130,196,0.663265,0.00871226,"Male",0.654553
12244,"amer_hist",7,23,0.304348,-0.0867633,"Male",0.391111
12244,"art",1,22,0.0454545,-0.345657,"Male",0.391111
12244,"bus_econ",4,18,0.222222,-0.168889,"Male",0.391111
12244,"class_music",4,17,0.235294,-0.155817,"Male",0.391111
12244,"curr_events",7,14,0.5,0.108889,"Male",0.391111
12244,"film",15,32,0.46875,0.0776389,"Male",0.391111
12244,"food_drink",7,29,0.241379,-0.149732,"Male",0.391111
12244,"games_sport",26,32,0.8125,0.421389,"Male",0.391111
12244,"geography",22,41,0.536585,0.145474,"Male",0.391111
12244,"language",4,12,0.333333,-0.0577778,"Male",0.391111
12244,"lifestyle",9,14,0.642857,0.251746,"Male",0.391111
12244,"literature",13,37,0.351351,-0.0397598,"Male",0.391111
12244,"math",6,11,0.545455,0.154343,"Male",0.391111
12244,"pop_music",6,29,0.206897,-0.184215,"Male",0.391111
12244,"science",19,44,0.431818,0.0407071,"Male",0.391111
12244,"television",10,24,0.416667,0.0255556,"Male",0.391111
12244,"theatre",2,14,0.142857,-0.248254,"Male",0.391111
12244,"world_hist",14,37,0.378378,-0.0127327,"Male",0.391111
12366,"amer_hist",6,37,0.162162,-0.131171,"Male",0.293333
12366,"art",10,39,0.25641,-0.0369231,"Male",0.293333
12366,"bus_econ",9,28,0.321429,0.0280952,"Male",0.293333
12366,"class_music",9,28,0.321429,0.0280952,"Male",0.293333
12366,"curr_events",7,22,0.318182,0.0248485,"Male",0.293333
12366,"film",16,51,0.313725,0.0203922,"Male",0.293333
12366,"food_drink",13,44,0.295455,0.00212121,"Male",0.293333
12366,"games_sport",5,52,0.0961538,-0.197179,"Male",0.293333
12366,"geography",17,66,0.257576,-0.0357576,"Male",0.293333
12366,"language",9,21,0.428571,0.135238,"Male",0.293333
12366,"lifestyle",9,24,0.375,0.0816667,"Male",0.293333
12366,"literature",20,64,0.3125,0.0191667,"Male",0.293333
12366,"math",16,19,0.842105,0.548772,"Male",0.293333
12366,"pop_music",8,48,0.166667,-0.126667,"Male",0.293333
12366,"science",25,76,0.328947,0.035614,"Male",0.293333
12366,"television",19,45,0.422222,0.128889,"Male",0.293333
12366,"theatre",4,24,0.166667,-0.126667,"Male",0.293333
12366,"world_hist",18,62,0.290323,-0.00301075,"Male",0.293333
12372,"amer_hist",31,74,0.418919,0.127085,"Male",0.291834
12372,"art",22,78,0.282051,-0.00978272,"Male",0.291834
12372,"bus_econ",14,59,0.237288,-0.0545459,"Male",0.291834
12372,"class_music",20,57,0.350877,0.0590432,"Male",0.291834
12372,"curr_events",13,45,0.288889,-0.00294511,"Male",0.291834
12372,"film",24,100,0.24,-0.051834,"Male",0.291834
12372,"food_drink",31,80,0.3875,0.095666,"Male",0.291834
12372,"games_sport",22,101,0.217822,-0.0740122,"Male",0.291834
12372,"geography",28,129,0.217054,-0.0747797,"Male",0.291834
12372,"language",16,45,0.355556,0.0637216,"Male",0.291834
12372,"lifestyle",25,46,0.543478,0.251644,"Male",0.291834
12372,"literature",35,124,0.282258,-0.00957594,"Male",0.291834
12372,"math",11,38,0.289474,-0.00236032,"Male",0.291834
12372,"pop_music",13,95,0.136842,-0.154992,"Male",0.291834
12372,"science",44,154,0.285714,-0.00611972,"Male",0.291834
12372,"television",40,95,0.421053,0.129219,"Male",0.291834
12372,"theatre",23,48,0.479167,0.187333,"Male",0.291834
12372,"world_hist",24,126,0.190476,-0.101358,"Male",0.291834
12479,"amer_hist",77,89,0.865169,0.0388282,"Female",0.82634
12479,"art",76,88,0.863636,0.037296,"Female",0.82634
12479,"bus_econ",65,73,0.890411,0.0640706,"Female",0.82634
12479,"class_music",49,59,0.830508,0.00416815,"Female",0.82634
12479,"curr_events",53,60,0.883333,0.056993,"Female",0.82634
12479,"film",104,119,0.87395,0.0476093,"Female",0.82634
12479,"food_drink",80,83,0.963855,0.137515,"Female",0.82634
12479,"games_sport",54,107,0.504673,-0.321667,"Female",0.82634
12479,"geography",117,151,0.774834,-0.0515059,"Female",0.82634
12479,"language",44,56,0.785714,-0.040626,"Female",0.82634
12479,"lifestyle",49,61,0.803279,-0.0230616,"Female",0.82634
12479,"literature",132,144,0.916667,0.0903263,"Female",0.82634
12479,"math",20,40,0.5,-0.32634,"Female",0.82634
12479,"pop_music",89,107,0.831776,0.00543537,"Female",0.82634
12479,"science",139,174,0.798851,-0.0274898,"Female",0.82634
12479,"television",101,116,0.87069,0.0443493,"Female",0.82634
12479,"theatre",47,53,0.886792,0.0604521,"Female",0.82634
12479,"world_hist",122,136,0.897059,0.0707185,"Female",0.82634
12480,"amer_hist",31,115,0.269565,-0.172213,"Male",0.441778
12480,"art",28,119,0.235294,-0.206484,"Male",0.441778
12480,"bus_econ",30,88,0.340909,-0.100869,"Male",0.441778
12480,"class_music",37,81,0.45679,0.0150123,"Male",0.441778
12480,"curr_events",23,71,0.323944,-0.117834,"Male",0.441778
12480,"film",84,152,0.552632,0.110854,"Male",0.441778
12480,"food_drink",55,111,0.495495,0.0537177,"Male",0.441778
12480,"games_sport",88,147,0.598639,0.156862,"Male",0.441778
12480,"geography",50,195,0.25641,-0.185368,"Male",0.441778
12480,"language",36,71,0.507042,0.0652645,"Male",0.441778
12480,"lifestyle",41,76,0.539474,0.0976959,"Male",0.441778
12480,"literature",66,190,0.347368,-0.0944094,"Male",0.441778
12480,"math",47,56,0.839286,0.397508,"Male",0.441778
12480,"pop_music",74,143,0.517483,0.0757047,"Male",0.441778
12480,"science",168,232,0.724138,0.28236,"Male",0.441778
12480,"television",72,141,0.510638,0.0688605,"Male",0.441778
12480,"theatre",16,72,0.222222,-0.219556,"Male",0.441778
12480,"world_hist",48,190,0.252632,-0.189146,"Male",0.441778
12527,"amer_hist",40,44,0.909091,0.224284,"Male",0.684807
12527,"art",18,45,0.4,-0.284807,"Male",0.684807
12527,"bus_econ",29,33,0.878788,0.193981,"Male",0.684807
12527,"class_music",19,33,0.575758,-0.10905,"Male",0.684807
12527,"curr_events",26,27,0.962963,0.278156,"Male",0.684807
12527,"film",40,61,0.655738,-0.0290696,"Male",0.684807
12527,"food_drink",29,51,0.568627,-0.11618,"Male",0.684807
12527,"games_sport",30,61,0.491803,-0.193004,"Male",0.684807
12527,"geography",58,76,0.763158,0.0783506,"Male",0.684807
12527,"language",14,24,0.583333,-0.101474,"Male",0.684807
12527,"lifestyle",20,26,0.769231,0.0844235,"Male",0.684807
12527,"literature",59,77,0.766234,0.0814265,"Male",0.684807
12527,"math",12,21,0.571429,-0.113379,"Male",0.684807
12527,"pop_music",28,56,0.5,-0.184807,"Male",0.684807
12527,"science",62,89,0.696629,0.011822,"Male",0.684807
12527,"television",41,55,0.745455,0.0606473,"Male",0.684807
12527,"theatre",17,28,0.607143,-0.0776644,"Male",0.684807
12527,"world_hist",62,75,0.826667,0.141859,"Male",0.684807
12576,"amer_hist",60,74,0.810811,0.117477,"Male",0.693333
12576,"art",43,79,0.544304,-0.14903,"Male",0.693333
12576,"bus_econ",40,59,0.677966,-0.0153672,"Male",0.693333
12576,"class_music",26,57,0.45614,-0.237193,"Male",0.693333
12576,"curr_events",30,45,0.666667,-0.0266667,"Male",0.693333
12576,"film",93,101,0.920792,0.227459,"Male",0.693333
12576,"food_drink",56,80,0.7,0.00666667,"Male",0.693333
12576,"games_sport",72,101,0.712871,0.019538,"Male",0.693333
12576,"geography",71,129,0.550388,-0.142946,"Male",0.693333
12576,"language",33,45,0.733333,0.04,"Male",0.693333
12576,"lifestyle",31,47,0.659574,-0.0337589,"Male",0.693333
12576,"literature",87,125,0.696,0.00266667,"Male",0.693333
12576,"math",23,38,0.605263,-0.0880702,"Male",0.693333
12576,"pop_music",79,95,0.831579,0.138246,"Male",0.693333
12576,"science",92,155,0.593548,-0.0997849,"Male",0.693333
12576,"television",88,95,0.926316,0.232982,"Male",0.693333
12576,"theatre",33,48,0.6875,-0.00583333,"Male",0.693333
12576,"world_hist",83,127,0.653543,-0.03979,"Male",0.693333
12620,"amer_hist",38,45,0.844444,0.0911111,"Male",0.753333
12620,"art",18,46,0.391304,-0.362029,"Male",0.753333
12620,"bus_econ",19,34,0.558824,-0.19451,"Male",0.753333
12620,"class_music",26,34,0.764706,0.0113725,"Male",0.753333
12620,"curr_events",14,27,0.518519,-0.234815,"Male",0.753333
12620,"film",42,61,0.688525,-0.0648087,"Male",0.753333
12620,"food_drink",47,52,0.903846,0.150513,"Male",0.753333
12620,"games_sport",51,62,0.822581,0.0692473,"Male",0.753333
12620,"geography",72,78,0.923077,0.169744,"Male",0.753333
12620,"language",19,24,0.791667,0.0383333,"Male",0.753333
12620,"lifestyle",24,28,0.857143,0.10381,"Male",0.753333
12620,"literature",51,78,0.653846,-0.0994872,"Male",0.753333
12620,"math",20,22,0.909091,0.155758,"Male",0.753333
12620,"pop_music",39,58,0.672414,-0.0809195,"Male",0.753333
12620,"science",85,92,0.923913,0.17058,"Male",0.753333
12620,"television",37,55,0.672727,-0.0806061,"Male",0.753333
12620,"theatre",12,29,0.413793,-0.33954,"Male",0.753333
12620,"world_hist",64,75,0.853333,0.1,"Male",0.753333
12652,"amer_hist",17,29,0.586207,0.10954,"Male",0.476667
12652,"art",11,31,0.354839,-0.121828,"Male",0.476667
12652,"bus_econ",6,23,0.26087,-0.215797,"Male",0.476667
12652,"class_music",6,23,0.26087,-0.215797,"Male",0.476667
12652,"curr_events",7,17,0.411765,-0.064902,"Male",0.476667
12652,"film",30,42,0.714286,0.237619,"Male",0.476667
12652,"food_drink",21,36,0.583333,0.106667,"Male",0.476667
12652,"games_sport",18,42,0.428571,-0.0480952,"Male",0.476667
12652,"geography",15,54,0.277778,-0.198889,"Male",0.476667
12652,"language",7,17,0.411765,-0.064902,"Male",0.476667
12652,"lifestyle",10,19,0.526316,0.0496491,"Male",0.476667
12652,"literature",24,50,0.48,0.00333333,"Male",0.476667
12652,"math",3,15,0.2,-0.276667,"Male",0.476667
12652,"pop_music",26,38,0.684211,0.207544,"Male",0.476667
12652,"science",30,61,0.491803,0.0151366,"Male",0.476667
12652,"television",23,34,0.676471,0.199804,"Male",0.476667
12652,"theatre",8,18,0.444444,-0.0322222,"Male",0.476667
12652,"world_hist",24,51,0.470588,-0.00607843,"Male",0.476667
12719,"amer_hist",13,23,0.565217,0.0941063,"Female",0.471111
12719,"art",10,22,0.454545,-0.0165657,"Female",0.471111
12719,"bus_econ",3,18,0.166667,-0.304444,"Female",0.471111
12719,"class_music",14,17,0.823529,0.352418,"Female",0.471111
12719,"curr_events",7,14,0.5,0.0288889,"Female",0.471111
12719,"film",16,32,0.5,0.0288889,"Female",0.471111
12719,"food_drink",17,29,0.586207,0.115096,"Female",0.471111
12719,"games_sport",10,32,0.3125,-0.158611,"Female",0.471111
12719,"geography",17,41,0.414634,-0.056477,"Female",0.471111
12719,"language",5,12,0.416667,-0.0544444,"Female",0.471111
12719,"lifestyle",7,14,0.5,0.0288889,"Female",0.471111
12719,"literature",18,37,0.486486,0.0153754,"Female",0.471111
12719,"math",7,11,0.636364,0.165253,"Female",0.471111
12719,"pop_music",5,29,0.172414,-0.298697,"Female",0.471111
12719,"science",28,44,0.636364,0.165253,"Female",0.471111
12719,"television",11,24,0.458333,-0.0127778,"Female",0.471111
12719,"theatre",9,14,0.642857,0.171746,"Female",0.471111
12719,"world_hist",15,37,0.405405,-0.0657057,"Female",0.471111
12790,"amer_hist",11,21,0.52381,0.0119048,"Male",0.511905
12790,"art",14,21,0.666667,0.154762,"Male",0.511905
12790,"bus_econ",3,16,0.1875,-0.324405,"Male",0.511905
12790,"class_music",10,16,0.625,0.113095,"Male",0.511905
12790,"curr_events",8,13,0.615385,0.10348,"Male",0.511905
12790,"film",18,30,0.6,0.0880952,"Male",0.511905
12790,"food_drink",17,26,0.653846,0.141941,"Male",0.511905
12790,"games_sport",8,30,0.266667,-0.245238,"Male",0.511905
12790,"geography",16,38,0.421053,-0.0908521,"Male",0.511905
12790,"language",6,11,0.545455,0.0335498,"Male",0.511905
12790,"lifestyle",7,13,0.538462,0.0265568,"Male",0.511905
12790,"literature",23,36,0.638889,0.126984,"Male",0.511905
12790,"math",4,10,0.4,-0.111905,"Male",0.511905
12790,"pop_music",14,28,0.5,-0.0119048,"Male",0.511905
12790,"science",17,41,0.414634,-0.0972706,"Male",0.511905
12790,"television",12,21,0.571429,0.0595238,"Male",0.511905
12790,"theatre",12,14,0.857143,0.345238,"Male",0.511905
12790,"world_hist",15,35,0.428571,-0.0833333,"Male",0.511905
12815,"amer_hist",285,399,0.714286,0.0906187,"Male",0.623667
12815,"art",211,304,0.694079,0.0704119,"Male",0.623667
12815,"bus_econ",143,269,0.531599,-0.0920685,"Male",0.623667
12815,"class_music",116,235,0.493617,-0.13005,"Male",0.623667
12815,"curr_events",214,278,0.769784,0.146117,"Male",0.623667
12815,"film",311,445,0.698876,0.0752093,"Male",0.623667
12815,"food_drink",201,336,0.598214,-0.0254528,"Male",0.623667
12815,"games_sport",258,414,0.623188,-0.000478656,"Male",0.623667
12815,"geography",342,600,0.57,-0.0536671,"Male",0.623667
12815,"language",177,250,0.708,0.0843329,"Male",0.623667
12815,"lifestyle",194,305,0.636066,0.0123985,"Male",0.623667
12815,"literature",331,541,0.61183,-0.0118371,"Male",0.623667
12815,"math",113,150,0.753333,0.129666,"Male",0.623667
